time,fuel,city,registration
2013/10/1,Gasoline,Taoyuan City,"1,123,914"
2013/10/1,Gasoline,Taichung City,"1,683,971"
2013/10/1,Gasoline,Tainan City,"1,327,369"
2013/10/1,Gasoline,Kaohsiung City,"2,101,143"
2013/10/1,Gasoline,Yilan County,"282,086"
2013/10/1,Gasoline,Hsinchu County,"283,948"
2013/10/1,Gasoline,Miaoli County,"341,139"
2013/10/1,Gasoline,Changhua County,"858,715"
2013/10/1,Gasoline,Nantou County,"332,327"
2013/10/1,Gasoline,Yunlin County,"452,873"
2013/10/1,Gasoline,Chiayi County,"343,702"
2013/10/1,Gasoline,Pingtung County,"654,395"
2013/10/1,Gasoline,Taitung County,"162,194"
2013/10/1,Gasoline,Hualien County,"228,931"
2013/10/1,Gasoline,Penghu County,"69,902"
2013/10/1,Gasoline,Keelung City,"189,296"
2013/10/1,Gasoline,Hsinchu City,"261,627"
2013/10/1,Gasoline,Chiayi City,"189,742"
2013/10/1,Gasoline,Kinmen County,"47,935"
2013/10/1,Gasoline,Lienchiang County,"5,391"
2013/10/1,Electricity,New Taipei City,"6,527"
2013/10/1,Electricity,Taipei City,"3,789"
2013/10/1,Electricity,Taoyuan City,"3,982"
2013/10/1,Electricity,Taichung City,"2,889"
2013/10/1,Electricity,Tainan City,"2,434"
2013/10/1,Electricity,Kaohsiung City,"5,956"
2013/10/1,Electricity,Yilan County,306
2013/10/1,Electricity,Hsinchu County,535
2013/10/1,Electricity,Miaoli County,546
2013/10/1,Electricity,Changhua County,"1,201"
2013/10/1,Electricity,Nantou County,"1,080"
2013/10/1,Electricity,Yunlin County,658
2013/10/1,Electricity,Chiayi County,406
2013/10/1,Electricity,Pingtung County,971
2013/10/1,Electricity,Taitung County,272
2013/10/1,Electricity,Hualien County,238
2013/10/1,Electricity,Penghu County,"3,466"
2013/10/1,Electricity,Keelung City,173
2013/10/1,Electricity,Hsinchu City,720
2013/10/1,Electricity,Chiayi City,572
2013/10/1,Electricity,Kinmen County,201
2013/10/1,Electricity,Lienchiang County,3
2013/11/1,Gasoline,New Taipei City,"2,277,070"
2013/11/1,Gasoline,Taipei City,"1,049,673"
2013/11/1,Gasoline,Taoyuan City,"1,124,194"
2013/11/1,Gasoline,Taichung City,"1,683,172"
2013/11/1,Gasoline,Tainan City,"1,325,539"
2013/11/1,Gasoline,Kaohsiung City,"2,099,635"
2013/11/1,Gasoline,Yilan County,"281,972"
2013/11/1,Gasoline,Hsinchu County,"283,523"
2013/11/1,Gasoline,Miaoli County,"340,867"
2013/11/1,Gasoline,Changhua County,"857,162"
2013/11/1,Gasoline,Nantou County,"331,903"
2013/11/1,Gasoline,Yunlin County,"451,800"
2013/11/1,Gasoline,Chiayi County,"342,739"
2013/11/1,Gasoline,Pingtung County,"654,122"
2013/11/1,Gasoline,Taitung County,"161,536"
2013/11/1,Gasoline,Hualien County,"228,386"
2013/11/1,Gasoline,Penghu County,"69,851"
2013/11/1,Gasoline,Keelung City,"189,035"
2013/11/1,Gasoline,Hsinchu City,"261,493"
2013/11/1,Gasoline,Chiayi City,"189,186"
2013/11/1,Gasoline,Kinmen County,"47,931"
2013/11/1,Gasoline,Lienchiang County,"5,396"
2013/11/1,Electricity,New Taipei City,"6,540"
2013/11/1,Electricity,Taipei City,"3,819"
2013/11/1,Electricity,Taoyuan City,"4,031"
2013/11/1,Electricity,Taichung City,"2,945"
2013/11/1,Electricity,Tainan City,"2,447"
2013/11/1,Electricity,Kaohsiung City,"6,088"
2013/11/1,Electricity,Yilan County,309
2013/11/1,Electricity,Hsinchu County,556
2013/11/1,Electricity,Miaoli County,546
2013/11/1,Electricity,Changhua County,"1,224"
2013/11/1,Electricity,Nantou County,"1,078"
2013/11/1,Electricity,Yunlin County,676
2013/11/1,Electricity,Chiayi County,412
2013/11/1,Electricity,Pingtung County,"1,029"
2013/11/1,Electricity,Taitung County,415
2013/11/1,Electricity,Hualien County,237
2013/11/1,Electricity,Penghu County,"3,445"
2013/11/1,Electricity,Keelung City,176
2013/11/1,Electricity,Hsinchu City,724
2013/11/1,Electricity,Chiayi City,572
2013/11/1,Electricity,Kinmen County,207
2013/11/1,Electricity,Lienchiang County,3
2013/12/1,Gasoline,New Taipei City,"2,262,420"
2013/12/1,Gasoline,Taipei City,"1,030,975"
2013/12/1,Gasoline,Taoyuan City,"1,121,306"
2013/12/1,Gasoline,Taichung City,"1,675,435"
2013/12/1,Gasoline,Tainan City,"1,318,499"
2013/12/1,Gasoline,Kaohsiung City,"2,083,235"
2013/12/1,Gasoline,Yilan County,"280,074"
2013/12/1,Gasoline,Hsinchu County,"281,702"
2013/12/1,Gasoline,Miaoli County,"338,857"
